transaction_id,customer_id,transaction_date,amount,quantity,product_category,product_name
TXNK4310HNL52,CUST84215573,2026-02-08 20:58:32.794066,165.71,4,Food & Beverages,Gourmet Food
TXNISVGQAXJE9,CUST84215573,2026-02-08 20:58:32.794066,167.8,1,Books,Magazines
TXNDGDWITW25I,CUST84215573,2026-01-28 20:58:32.794066,408.14,5,Office Supplies,Furniture
TXN4JSHX0BN8C,CUST84215573,2026-02-06 20:58:32.794066,174.68,4,Home & Garden,Bedding
TXNOWUV2TDYNZ,CUST84215573,2026-01-29 20:58:32.794066,223.31,4,Office Supplies,Electronics
TXN9KLA4NG5H8,CUST84215573,2026-02-01 20:58:32.794066,195.28,4,Automotive,Parts
TXNV5OWVYBR1V,CUST84215573,2026-02-05 20:58:32.794066,222.17,5,Electronics,Tablet
TXN81ZQ9JUMB4,CUST84215573,2026-02-06 20:58:32.794066,197.83,5,Health & Beauty,Makeup
TXNC9J0GNRACB,CUST84215573,2026-01-28 20:58:32.794066,204.61,3,Food & Beverages,Beverages
TXN3JZACSGGAZ,CUST84215573,2026-02-04 20:58:32.794066,291.77,1,Home & Garden,Tools
TXNLFVLNWQDSC,CUST84215573,2026-02-09 20:58:32.794066,172.65,1,Clothing,Shoes
TXNE9VG69BCCD,CUST84215573,2026-02-05 20:58:32.794066,140.03,4,Electronics,Camera
TXNRZIEF6ZLMW,CUST84215573,2026-02-09 20:58:32.794066,266.94,1,Office Supplies,Electronics
TXNUXWW8TU1W7,CUST84215573,2026-01-27 20:58:32.794066,267.48,2,Food & Beverages,Gourmet Food
TXN82RK5V31BH,CUST84215573,2026-02-06 20:58:32.794066,99.23,1,Food & Beverages,Beverages
TXNXY2K0PPDZH,CUST84215573,2026-02-10 20:58:32.794066,320.46,2,Health & Beauty,Supplements
TXN47DGNCAFJ3,CUST84215573,2026-01-30 20:58:32.794066,313.32,3,Food & Beverages,Organic Products
TXN71CKKPG5XC,CUST84215573,2026-02-08 20:58:32.794066,192.77,2,Automotive,Tools
TXN5KZAXYBKRN,CUST84215573,2026-02-08 20:58:32.794066,299.45,4,Sports & Outdoors,Sportswear
TXNLOUA364LJQ,CUST84215573,2026-02-09 20:58:32.794066,163.32,1,Clothing,Accessories
TXNAB7GF3S3TW,CUST22232181,2025-08-24 20:58:32.794066,204.72,3,Office Supplies,Desk Accessories
TXNT1O02XZ95T,CUST22232181,2025-09-20 20:58:32.794066,416.58,1,Toys & Games,Board Games
TXNS5T26IQA31,CUST22232181,2025-09-09 20:58:32.794066,377.02,4,Automotive,Parts
TXNMXAFM3I45R,CUST22232181,2025-09-07 20:58:32.794066,365.13,5,Automotive,Parts
TXNUF1NYFP4VF,CUST22232181,2025-09-11 20:58:32.794066,429.74,1,Books,Fiction
TXN1WXDJN4JK5,CUST22232181,2026-01-02 20:58:32.794066,255.37,3,Electronics,Tablet
TXN6JAM3TH9R6,CUST22232181,2025-10-25 20:58:32.794066,255.69,3,Books,Magazines
TXNN94UUR7CDY,CUST22232181,2025-11-22 20:58:32.794066,396.74,5,Health & Beauty,Supplements
TXNJF2916UL6C,CUST22232181,2025-11-09 20:58:32.794066,442.98,4,Toys & Games,Puzzles
TXN3VLT6TOW6F,CUST22232181,2025-11-21 20:58:32.794066,344.1,5,Automotive,Car Accessories
TXN9NF3VEDSCD,CUST22232181,2026-01-06 20:58:32.794066,343.42,2,Books,Non-Fiction
TXNSKCB6GBEFU,CUST22232181,2025-12-09 20:58:32.794066,444.53,3,Health & Beauty,Personal Care
TXNY4T28GUTO7,CUST22232181,2026-01-07 20:58:32.794066,267.93,4,Sports & Outdoors,Sportswear
TXN4ICGLUEHVN,CUST22232181,2026-01-25 20:58:32.794066,393.92,4,Toys & Games,Action Figures
TXN9XD6Y4IVZ6,CUST22232181,2025-10-31 20:58:32.794066,279.73,1,Health & Beauty,Makeup
TXNFRAJV09TD8,CUST22232181,2026-01-11 20:58:32.794066,253.36,4,Home & Garden,Furniture
TXNVYGDKU0ZE7,CUST22232181,2025-10-04 20:58:32.794066,345.48,1,Office Supplies,Electronics
TXN75ZPUH9UHS,CUST22232181,2025-12-18 20:58:32.794066,277.96,1,Sports & Outdoors,Bicycle
TXN65LJ44FVHW,CUST22232181,2026-01-27 20:58:32.794066,438.11,1,Electronics,Laptop
TXNZFOARKBU84,CUST22232181,2025-11-15 20:58:32.794066,499.43,2,Food & Beverages,Beverages
TXNHKRHQ6AH96,CUST22232181,2025-12-28 20:58:32.794066,55.9,3,Office Supplies,Furniture
TXNF1PTOG85IQ,CUST22232181,2025-09-04 20:58:32.794066,358.34,3,Electronics,Smartphone
TXN87MB9V06TV,CUST22232181,2025-11-27 20:58:32.794066,272.01,2,Office Supplies,Stationery
TXNXVAAFH3NC9,CUST22232181,2025-09-23 20:58:32.794066,297.27,5,Electronics,Tablet
TXNY9TGEYX2C2,CUST22232181,2025-08-22 20:58:32.794066,361.1,4,Books,Educational
TXNILCNDL3RX9,CUST22232181,2025-10-11 20:58:32.794066,588.4,5,Home & Garden,Bedding
TXNCF2PMUQHTU,CUST22232181,2026-01-01 20:58:32.794066,473.76,3,Electronics,Tablet
TXNL86FH1KC8N,CUST22232181,2026-01-27 20:58:32.794066,561.79,3,Automotive,Tools
TXNT3V0XX3TEN,CUST22232181,2025-08-30 20:58:32.794066,289.18,2,Books,Non-Fiction
TXN270HFLK91X,CUST22232181,2025-09-20 20:58:32.794066,362.79,2,Electronics,Camera
TXNGMV1ZUTWUA,CUST22232181,2026-01-09 20:58:32.794066,379.9,3,Health & Beauty,Skincare
TXN9GKKZYAMI5,CUST83476036,2024-10-14 20:58:32.794066,175.26,3,Sports & Outdoors,Bicycle
TXNM9LOAW33L0,CUST83476036,2025-01-24 20:58:32.794066,197.76,1,Food & Beverages,Snacks
TXNWSQXCWR4G7,CUST83476036,2025-12-12 20:58:32.794066,213.37,4,Food & Beverages,Snacks
TXNSBJNQK59ZE,CUST83476036,2025-02-19 20:58:32.794066,189.19,3,Toys & Games,Board Games
TXNV241TND67Y,CUST83476036,2025-03-04 20:58:32.794066,154.07,1,Sports & Outdoors,Bicycle
TXN3ZUPPF8X3X,CUST83476036,2025-12-11 20:58:32.794066,217.53,1,Sports & Outdoors,Sportswear
TXNMWNBN9KYP6,CUST83476036,2025-07-22 20:58:32.794066,354.44,3,Food & Beverages,Snacks
TXNRUX1ZL5MWK,CUST83476036,2025-09-05 20:58:32.794066,272.27,5,Health & Beauty,Skincare
TXN2EX0V1EJQD,CUST83476036,2025-08-07 20:58:32.794066,182.65,1,Electronics,Smartphone
TXNUH1KZ6UB2B,CUST83476036,2025-06-13 20:58:32.794066,226.94,3,Electronics,Camera
TXNAZTCB4V236,CUST83476036,2025-09-14 20:58:32.794066,265.77,2,Books,Educational
TXN257J9C3QVK,CUST83476036,2025-11-29 20:58:32.794066,226.38,2,Health & Beauty,Skincare
TXNVUHBGRMWWZ,CUST83476036,2025-04-02 20:58:32.794066,245.97,4,Food & Beverages,Gourmet Food
TXNV6WHB7709Q,CUST83476036,2025-10-24 20:58:32.794066,153.1,2,Clothing,Shoes
TXNMQGH9W3HWR,CUST76946026,2025-02-06 20:58:32.794066,247.31,4,Electronics,Laptop
TXNYZXML5VVZD,CUST76946026,2025-10-31 20:58:32.794066,145.55,1,Clothing,Shoes
TXN6HXEAGK6HB,CUST76946026,2025-01-27 20:58:32.794066,126.29,2,Books,Magazines
TXNIRJASG9G2T,CUST76946026,2025-07-15 20:58:32.794066,166.16,4,Clothing,Dress
TXNMCFUP9YVK4,CUST76946026,2025-01-15 20:58:32.794066,107.92,4,Sports & Outdoors,Bicycle
TXN5RMA76Z75X,CUST76946026,2025-05-18 20:58:32.794066,159.59,4,Home & Garden,Furniture
TXNFP7N1VB1RB,CUST76946026,2024-10-21 20:58:32.794066,196.77,1,Sports & Outdoors,Camping Gear
TXNQNMYTG4OGD,CUST76946026,2024-12-16 20:58:32.794066,185.43,3,Electronics,Laptop
TXN6ZKBN0GKM9,CUST76946026,2025-09-18 20:58:32.794066,159.88,3,Toys & Games,Puzzles
TXNV7XSF6I2SM,CUST76946026,2024-12-26 20:58:32.794066,88.19,4,Office Supplies,Desk Accessories
TXNTN82H2E00Q,CUST76946026,2025-03-24 20:58:32.794066,157.47,4,Food & Beverages,Organic Products
TXNI9BBX9FVXX,CUST76946026,2025-01-22 20:58:32.794066,136.48,1,Automotive,Tools
TXNS8SFXTI5SS,CUST76946026,2025-01-22 20:58:32.794066,157.02,2,Automotive,Parts
TXNG1QIMLSAKV,CUST76946026,2025-02-21 20:58:32.794066,92.25,1,Sports & Outdoors,Bicycle
TXND0SCFFWX4A,CUST76946026,2025-12-15 20:58:32.794066,168.95,1,Electronics,Tablet
TXNJ3ETQWGKQ7,CUST76946026,2025-05-20 20:58:32.794066,86.59,5,Home & Garden,Kitchen Appliances
TXNGJR9IRVYQE,CUST76946026,2025-07-17 20:58:32.794066,95.16,1,Sports & Outdoors,Bicycle
TXNNDAM9LV77P,CUST76946026,2026-01-04 20:58:32.794066,81.69,3,Clothing,Accessories
TXNASTVQHVQ9G,CUST76946026,2024-11-11 20:58:32.794066,146.7,2,Office Supplies,Furniture
TXNMYKO1WYNGS,CUST76946026,2025-03-02 20:58:32.794066,54.42,2,Books,Fiction
TXNQMYNJ201KG,CUST76946026,2025-05-30 20:58:32.794066,85.59,1,Books,Educational
TXNE851HBPSXT,CUST76946026,2025-07-04 20:58:32.794066,183.09,3,Automotive,Car Accessories
TXN165XH0VBVX,CUST76946026,2025-07-26 20:58:32.794066,188.83,5,Toys & Games,Action Figures
TXNKBDFO2V4NY,CUST76946026,2025-11-21 20:58:32.794066,88.22,5,Food & Beverages,Gourmet Food
TXN4MBU7FSKSD,CUST76946026,2025-01-10 20:58:32.794066,142.99,3,Books,Magazines
TXNZZ5FYDL6UG,CUST76946026,2025-11-08 20:58:32.794066,172.8,1,Office Supplies,Electronics
TXN25GLN0W90A,CUST76946026,2025-09-28 20:58:32.794066,107.45,4,Sports & Outdoors,Fitness Equipment
TXNOE9IJ34ZG5,CUST76946026,2025-06-02 20:58:32.794066,165.96,3,Electronics,Headphones
TXN1VZL3F34VM,CUST76946026,2025-09-24 20:58:32.794066,146.88,3,Food & Beverages,Gourmet Food
TXNDLGUSG47Q8,CUST76946026,2025-12-21 20:58:32.794066,154.92,3,Food & Beverages,Beverages
TXNNMZPPF97TI,CUST76946026,2025-06-24 20:58:32.794066,182.74,2,Toys & Games,Board Games
TXN5S8VFS8DT4,CUST76946026,2025-05-03 20:58:32.794066,184.35,5,Toys & Games,Action Figures
TXNE00PV8BRCE,CUST76946026,2025-10-22 20:58:32.794066,136.41,4,Toys & Games,Puzzles
TXN950F64K25H,CUST76946026,2025-10-31 20:58:32.794066,133.11,4,Toys & Games,Board Games
TXNCL18C0JKSK,CUST76946026,2025-04-21 20:58:32.794066,110.15,4,Home & Garden,Bedding
TXN3H7OB08K1D,CUST47230067,2026-01-17 20:58:32.794066,364.41,2,Home & Garden,Decor
TXNELR30LE8DH,CUST47230067,2026-01-06 20:58:32.794066,518.59,5,Clothing,Jacket
TXNAXCB1DM90S,CUST47230067,2026-01-05 20:58:32.794066,603.62,4,Home & Garden,Kitchen Appliances
TXNHZQ448SDQK,CUST47230067,2026-01-10 20:58:32.794066,296.2,5,Home & Garden,Kitchen Appliances
TXNXSOPH1OH3Q,CUST47230067,2026-01-03 20:58:32.794066,518.43,1,Health & Beauty,Skincare
TXN9ILGN87IU5,CUST47230067,2025-12-24 20:58:32.794066,229.94,2,Electronics,Camera
TXNFDMJNGOUDB,CUST47230067,2025-12-30 20:58:32.794066,387.95,4,Home & Garden,Decor
TXNZP76WA94J5,CUST47230067,2026-01-14 20:58:32.794066,338.13,2,Clothing,Jacket
TXNVAI3QPWXME,CUST47230067,2026-01-13 20:58:32.794066,368.43,3,Books,Comics
TXN7WC33BTW8S,CUST47230067,2026-01-09 20:58:32.794066,507.37,3,Office Supplies,Stationery
TXNSLLA1V64GH,CUST47230067,2025-12-25 20:58:32.794066,389.36,1,Office Supplies,Desk Accessories
TXNOBRWWWSHAX,CUST47230067,2025-12-29 20:58:32.794066,475.6,4,Sports & Outdoors,Camping Gear
TXNAK2AZXB94Z,CUST47230067,2025-12-27 20:58:32.794066,415.2,3,Toys & Games,Puzzles
TXNLM3XN7LC1V,CUST47230067,2025-12-22 20:58:32.794066,391.79,3,Sports & Outdoors,Bicycle
TXN2ANAG2CT3Q,CUST47230067,2026-01-13 20:58:32.794066,218.53,4,Health & Beauty,Supplements
TXN4HVAKS4A62,CUST47230067,2025-12-30 20:58:32.794066,442.52,2,Sports & Outdoors,Camping Gear
TXN0102SUI08U,CUST47230067,2025-12-22 20:58:32.794066,327.87,1,Electronics,Camera
TXNLIV5OU43VG,CUST47230067,2026-01-06 20:58:32.794066,407.74,4,Food & Beverages,Organic Products
TXNUKO07BSDBJ,CUST47230067,2026-01-09 20:58:32.794066,484.83,4,Toys & Games,Board Games
TXNM9EY0G83AM,CUST47230067,2026-01-14 20:58:32.794066,186.85,2,Electronics,Camera
TXND7EBEVI4RX,CUST47230067,2026-01-22 20:58:32.794066,310.48,3,Electronics,Smartphone
TXNDMPJ01PLUQ,CUST47230067,2026-01-12 20:58:32.794066,663.19,4,Office Supplies,Stationery
TXN0TNJ4C0BLV,CUST47230067,2025-12-23 20:58:32.794066,406.0,2,Electronics,Tablet
TXN2D4M2R7276,CUST47230067,2026-01-21 20:58:32.794066,292.34,3,Health & Beauty,Supplements
TXNMF7UQ7LXGR,CUST47230067,2026-01-15 20:58:32.794066,481.41,1,Health & Beauty,Personal Care
TXNACYIZ8R7QI,CUST47230067,2026-01-19 20:58:32.794066,250.33,5,Electronics,Headphones
TXN7NG0D2GS4R,CUST47230067,2025-12-21 20:58:32.794066,404.41,1,Automotive,Cleaning Supplies
TXNLF9VRJ77OV,CUST47230067,2026-01-01 20:58:32.794066,475.15,4,Electronics,Headphones
TXNK3AC2W3BTI,CUST47230067,2026-01-01 20:58:32.794066,530.87,4,Food & Beverages,Beverages
TXNSA6DJFI6TM,CUST47230067,2026-01-04 20:58:32.794066,296.54,5,Office Supplies,Desk Accessories
TXNOX5CDCENI4,CUST47230067,2026-01-01 20:58:32.794066,335.65,2,Office Supplies,Furniture
TXN6XM3S241W1,CUST47230067,2026-01-03 20:58:32.794066,354.77,4,Food & Beverages,Organic Products
TXN3DW5M9RKIR,CUST47230067,2026-01-04 20:58:32.794066,357.09,3,Home & Garden,Decor
TXN3MBW8RWNPV,CUST47230067,2025-12-23 20:58:32.794066,411.5,2,Office Supplies,Furniture
TXNTED0YAGIJY,CUST47230067,2025-12-24 20:58:32.794066,405.06,4,Books,Non-Fiction
TXN5T95Y9OMDW,CUST47230067,2026-01-23 20:58:32.794066,356.31,5,Books,Comics
TXNSNFTSXZF3Z,CUST47230067,2026-01-20 20:58:32.794066,257.93,5,Books,Fiction
TXNG4ISBA0QKW,CUST47230067,2026-01-16 20:58:32.794066,209.77,1,Office Supplies,Desk Accessories
TXN98NWTMENRS,CUST13876589,2024-08-27 20:58:32.794066,90.0,1,Home & Garden,Furniture
TXNZD7H9DDRAZ,CUST54984126,2025-12-25 20:58:32.794066,266.85,2,Automotive,Car Accessories
TXNRNCFLV0A7Q,CUST54984126,2026-02-04 20:58:32.794066,224.41,1,Books,Fiction
TXN1JWA74ZYVM,CUST54984126,2026-01-27 20:58:32.794066,218.64,2,Home & Garden,Tools
TXN08FQ1VVIWF,CUST54984126,2026-02-02 20:58:32.794066,226.76,1,Electronics,Tablet
TXN5GH7Q46M62,CUST54984126,2025-12-21 20:58:32.794066,248.01,3,Home & Garden,Kitchen Appliances
TXN7OHQN9SCON,CUST54984126,2026-01-13 20:58:32.794066,417.69,2,Automotive,Car Accessories
TXNQATRAC5G9V,CUST54984126,2025-12-28 20:58:32.794066,261.89,2,Sports & Outdoors,Camping Gear
TXNOXEMXATXG6,CUST54984126,2026-01-30 20:58:32.794066,175.99,4,Electronics,Smartphone
TXN8Z4VUIA003,CUST54984126,2026-01-28 20:58:32.794066,381.14,5,Office Supplies,Electronics
TXNTDKPUFOZ8Y,CUST54984126,2026-02-02 20:58:32.794066,344.92,3,Books,Educational
TXNS3NCDHHJHP,CUST54984126,2026-01-15 20:58:32.794066,409.53,2,Health & Beauty,Makeup
TXN6VWH244I93,CUST54984126,2026-01-18 20:58:32.794066,254.04,2,Automotive,Parts
TXN9SZ1TVSIYT,CUST54984126,2026-01-10 20:58:32.794066,302.73,4,Books,Fiction
TXN3J37SVDXKT,CUST54984126,2026-02-01 20:58:32.794066,159.11,5,Home & Garden,Bedding
TXNABO0APT4JF,CUST54984126,2025-12-24 20:58:32.794066,309.42,2,Home & Garden,Tools
TXNQ2GR7D0H51,CUST54984126,2026-01-09 20:58:32.794066,378.89,4,Automotive,Parts
TXN974QTZCFBU,CUST54984126,2025-12-22 20:58:32.794066,174.36,2,Electronics,Laptop
TXNDD4NH9NE1H,CUST54984126,2025-12-15 20:58:32.794066,233.85,2,Automotive,Cleaning Supplies
TXNC7D8LLYHBT,CUST54984126,2025-12-17 20:58:32.794066,298.93,4,Toys & Games,Board Games
TXN14PYDEDGI4,CUST54984126,2025-12-18 20:58:32.794066,310.13,3,Home & Garden,Furniture
TXN50ATWYDYLP,CUST54984126,2026-01-04 20:58:32.794066,323.06,4,Office Supplies,Stationery
TXNXLLHE8DCNH,CUST54984126,2025-12-10 20:58:32.794066,390.42,5,Clothing,Shoes
TXN4M6EZ0XKA2,CUST11168412,2024-09-22 20:58:32.794066,88.54,4,Food & Beverages,Gourmet Food
TXNSR6X31PX4P,CUST61156174,2025-10-28 20:58:32.794066,192.06,5,Automotive,Cleaning Supplies
TXN91UFB8RLLD,CUST61156174,2025-11-24 20:58:32.794066,549.02,5,Food & Beverages,Gourmet Food
TXNC4VLT6NRYG,CUST61156174,2026-01-07 20:58:32.794066,267.8,4,Health & Beauty,Personal Care
TXN8EYVT1NJUA,CUST61156174,2025-10-08 20:58:32.794066,318.82,3,Home & Garden,Tools
TXN3X7LH1EX4F,CUST61156174,2025-09-29 20:58:32.794066,304.84,3,Automotive,Parts
TXNKCQIZPALJ4,CUST61156174,2025-10-07 20:58:32.794066,157.02,5,Sports & Outdoors,Bicycle
TXNFR4S1Q54MA,CUST61156174,2025-10-05 20:58:32.794066,212.05,2,Toys & Games,Puzzles
TXN80DHIULCCP,CUST61156174,2025-09-14 20:58:32.794066,308.74,2,Health & Beauty,Makeup
TXN5HNEYB1344,CUST61156174,2025-08-27 20:58:32.794066,323.01,4,Office Supplies,Electronics
TXNS34TMT13GG,CUST61156174,2025-12-22 20:58:32.794066,230.53,1,Books,Magazines
TXNJDRFFKZ5J8,CUST61156174,2025-09-05 20:58:32.794066,295.0,5,Toys & Games,Puzzles
TXNYU6BO5C8VR,CUST61156174,2025-10-29 20:58:32.794066,521.15,1,Automotive,Cleaning Supplies
TXN55DVLLHU7M,CUST61156174,2025-09-13 20:58:32.794066,265.39,5,Food & Beverages,Gourmet Food
TXNGVY174VP6T,CUST61156174,2025-10-29 20:58:32.794066,323.36,5,Automotive,Cleaning Supplies
TXNNF3TIIP1AD,CUST61156174,2025-12-06 20:58:32.794066,228.14,1,Health & Beauty,Skincare
TXN10D1MIA993,CUST61156174,2025-08-29 20:58:32.794066,122.79,2,Toys & Games,Action Figures
TXNGJAMRNFGWS,CUST61156174,2025-12-17 20:58:32.794066,310.95,2,Books,Educational
TXNIU4NETDKZ3,CUST61156174,2025-09-16 20:58:32.794066,183.6,1,Toys & Games,Puzzles
TXN76RZVDNE8C,CUST61156174,2025-09-09 20:58:32.794066,331.93,1,Toys & Games,Board Games
TXNK8EF64K9BY,CUST61156174,2025-12-05 20:58:32.794066,219.68,1,Home & Garden,Furniture
TXN2IWSWEJV61,CUST94873631,2026-01-25 20:58:32.794066,226.97,1,Electronics,Camera
TXNA3TP8W3NVF,CUST94873631,2025-09-14 20:58:32.794066,217.2,5,Food & Beverages,Gourmet Food
TXNI4H1KILMXH,CUST94873631,2025-11-15 20:58:32.794066,52.66,4,Sports & Outdoors,Camping Gear
TXN0EW6A0391N,CUST94873631,2025-11-17 20:58:32.794066,137.24,2,Office Supplies,Electronics
TXN85TEZ7XFUT,CUST94873631,2026-02-02 20:58:32.794066,280.95,5,Food & Beverages,Snacks
TXNE0CY0DFC5P,CUST94873631,2025-12-13 20:58:32.794066,124.47,3,Health & Beauty,Skincare
TXN73SQDXMD6N,CUST94873631,2025-09-11 20:58:32.794066,235.31,4,Food & Beverages,Organic Products
TXNM5YUONZV3L,CUST94873631,2025-12-02 20:58:32.794066,186.01,5,Clothing,Dress
TXN6J3H99MXQI,CUST94873631,2025-11-18 20:58:32.794066,147.12,5,Automotive,Parts
TXNU3RXTXV6V7,CUST94873631,2026-01-31 20:58:32.794066,117.37,3,Books,Comics
TXNBIAFJ0COTU,CUST94873631,2025-11-04 20:58:32.794066,184.18,2,Health & Beauty,Personal Care
TXNLMUI0GSHF1,CUST94873631,2025-09-20 20:58:32.794066,101.59,4,Toys & Games,Board Games
TXNNWYKV94X38,CUST94873631,2025-12-07 20:58:32.794066,150.37,3,Electronics,Smart Watch
TXNOLOJWQE87X,CUST94873631,2025-10-12 20:58:32.794066,218.01,4,Books,Educational
TXN5AU936W6XR,CUST94873631,2026-01-04 20:58:32.794066,194.42,3,Home & Garden,Tools
TXN6QT8JUYLQS,CUST94873631,2026-01-31 20:58:32.794066,172.01,4,Office Supplies,Stationery
TXN3YP3OMSQN2,CUST94873631,2025-12-25 20:58:32.794066,194.25,5,Clothing,Jeans
TXNIAONY5Q2HA,CUST94873631,2025-11-03 20:58:32.794066,127.19,4,Automotive,Parts
TXNHBYU216U79,CUST94873631,2026-01-11 20:58:32.794066,165.41,1,Electronics,Camera
TXNHU4Y4JKNB3,CUST94873631,2026-01-07 20:58:32.794066,213.97,2,Toys & Games,Puzzles
TXNCEUNSXD32J,CUST94873631,2025-10-12 20:58:32.794066,153.8,5,Books,Non-Fiction
TXNB0P9XS8PEE,CUST94873631,2026-01-08 20:58:32.794066,156.48,1,Sports & Outdoors,Bicycle
TXNRDPKNL94ZE,CUST94873631,2025-11-28 20:58:32.794066,192.74,1,Sports & Outdoors,Camping Gear
TXNY1XEITP9KS,CUST94873631,2025-09-08 20:58:32.794066,165.98,4,Food & Beverages,Snacks
TXN4VAMIP7TNG,CUST94873631,2025-09-30 20:58:32.794066,203.96,3,Home & Garden,Kitchen Appliances
TXN55SMZDV1WX,CUST94873631,2026-01-03 20:58:32.794066,187.28,3,Home & Garden,Bedding
TXN3KLPK4AS1X,CUST94873631,2025-12-11 20:58:32.794066,316.66,5,Books,Non-Fiction
TXN2DB53GJII2,CUST94873631,2025-10-29 20:58:32.794066,102.49,3,Books,Fiction
TXNMHCDAQB9P3,CUST94873631,2025-12-31 20:58:32.794066,171.35,2,Health & Beauty,Personal Care
TXNVR1LTW9NDR,CUST94873631,2025-10-24 20:58:32.794066,106.1,3,Office Supplies,Electronics
TXN7NES6IEAK0,CUST94873631,2026-01-19 20:58:32.794066,186.1,3,Health & Beauty,Personal Care
TXNIUUGR7MKRV,CUST94873631,2025-11-16 20:58:32.794066,261.51,5,Clothing,Accessories
TXNBHKD8CVN0N,CUST94873631,2025-12-28 20:58:32.794066,158.8,2,Books,Non-Fiction
TXNKBB5I1VNZQ,CUST94873631,2025-10-06 20:58:32.794066,191.03,1,Clothing,Accessories
TXNVVRX8SIZLH,CUST94873631,2025-11-07 20:58:32.794066,172.72,5,Automotive,Parts
TXNRYMEBXPA9W,CUST94873631,2026-01-14 20:58:32.794066,212.11,5,Automotive,Car Accessories
TXNQODADXZ03C,CUST94873631,2025-11-24 20:58:32.794066,108.72,4,Automotive,Parts
TXNMJN4ZOQ3EV,CUST94873631,2025-11-19 20:58:32.794066,209.92,4,Food & Beverages,Gourmet Food
TXNHCGS0UOIDB,CUST94873631,2026-01-27 20:58:32.794066,128.41,5,Toys & Games,Action Figures
TXN6TNFU2UYMY,CUST94873631,2026-01-05 20:58:32.794066,249.11,3,Food & Beverages,Snacks
TXNGHTSB9QRAU,CUST94873631,2025-11-09 20:58:32.794066,196.26,3,Automotive,Car Accessories
TXNJOO9F1DUXQ,CUST84710127,2025-11-20 20:58:32.794066,367.91,4,Automotive,Car Accessories
TXNFI3YXOBIUR,CUST84710127,2026-02-07 20:58:32.794066,481.42,1,Books,Educational
TXN5B0ZECY51B,CUST84710127,2026-01-24 20:58:32.794066,451.85,1,Toys & Games,Action Figures
TXNWX0HQSIXBL,CUST84710127,2026-01-02 20:58:32.794066,300.31,1,Home & Garden,Furniture
TXNB4X8VIEX0R,CUST84710127,2025-10-01 20:58:32.794066,519.27,5,Books,Non-Fiction
TXN8MLR28KS78,CUST84710127,2026-01-18 20:58:32.794066,347.7,5,Food & Beverages,Snacks
TXN5JPO8L90QE,CUST84710127,2025-11-01 20:58:32.794066,364.4,4,Books,Fiction
TXNAVDETGXNYQ,CUST84710127,2025-08-21 20:58:32.794066,339.54,5,Office Supplies,Electronics
TXNRADZ1HCGM7,CUST84710127,2025-10-31 20:58:32.794066,478.71,5,Food & Beverages,Beverages
TXN5WPUZ8AWPQ,CUST84710127,2025-10-24 20:58:32.794066,275.47,4,Office Supplies,Furniture
TXN6B8T6C0DU5,CUST84710127,2025-08-24 20:58:32.794066,527.62,2,Food & Beverages,Beverages
TXN1KG1CFWVG1,CUST84710127,2026-01-28 20:58:32.794066,138.16,5,Sports & Outdoors,Camping Gear
TXNFLVY4DNJID,CUST84710127,2026-01-04 20:58:32.794066,233.7,2,Electronics,Laptop
TXN8GE1F2OX7M,CUST84710127,2025-10-24 20:58:32.794066,459.37,4,Electronics,Smart Watch
TXN7MK5364VLG,CUST84710127,2025-08-23 20:58:32.794066,462.03,1,Clothing,Shoes
TXNOUPS9ITKJH,CUST84710127,2025-11-10 20:58:32.794066,364.18,2,Health & Beauty,Makeup
TXN0B4MHBCGE0,CUST84710127,2026-01-12 20:58:32.794066,295.84,3,Office Supplies,Desk Accessories
TXNVJLNF680K3,CUST84710127,2025-12-02 20:58:32.794066,445.35,1,Health & Beauty,Makeup
TXNDTU94XVABC,CUST84710127,2025-10-24 20:58:32.794066,470.31,3,Home & Garden,Tools
TXNL20K48SDNR,CUST84710127,2025-12-13 20:58:32.794066,556.61,4,Food & Beverages,Organic Products
TXNX21L93TGGE,CUST84710127,2025-11-26 20:58:32.794066,354.81,3,Office Supplies,Desk Accessories
TXN7VSV35MQTF,CUST84710127,2026-01-31 20:58:32.794066,309.25,3,Books,Magazines
TXNEMZZGU9IQ8,CUST84710127,2025-12-03 20:58:32.794066,366.52,2,Health & Beauty,Personal Care
TXNV72HGHCTM6,CUST84710127,2025-08-19 20:58:32.794066,471.86,3,Clothing,Shoes
TXNOW8TJFDRSP,CUST84710127,2025-08-31 20:58:32.794066,410.61,3,Sports & Outdoors,Camping Gear
TXNKXX50G1O80,CUST84710127,2025-12-30 20:58:32.794066,371.3,2,Sports & Outdoors,Sportswear
TXNOMP1Y7BHDA,CUST84710127,2025-12-19 20:58:32.794066,489.19,2,Food & Beverages,Gourmet Food
TXNB5G7SZETHU,CUST84710127,2025-09-08 20:58:32.794066,300.6,3,Books,Educational
TXNW0FAAV1KO1,CUST84710127,2026-01-27 20:58:32.794066,573.71,3,Automotive,Cleaning Supplies
TXNYUY4TXMQMW,CUST84710127,2025-09-08 20:58:32.794066,131.8,3,Clothing,Shoes
TXNWDLOKCR0BV,CUST84710127,2025-12-10 20:58:32.794066,388.63,5,Clothing,Shoes
TXNH62EMZ7YJ5,CUST84710127,2025-11-13 20:58:32.794066,194.27,5,Clothing,Accessories
